9	2.43	-0.779269
9	2.44	-0.743515
9	2.45	-0.707389
9	2.46	-0.671013
9	2.47	-0.634472
9	2.48	-0.597826
9	2.49	-0.561114
9	2.5	-0.524363
9	2.51	-0.487589
9	2.52	-0.450802
9	2.53	-0.414007
9	2.54	-0.37721
9	2.55	-0.34041
9	2.56	-0.30361
9	2.57	-0.266809
9	2.58	-0.230009
9	2.59	-0.193208
9	2.6	-0.156408
9	2.61	-0.119607
9	2.62	-0.0828062
9	2.63	-0.0460056
9	2.64	-0.00920493
9	2.65	0.0275957
9	2.66	0.0643964
9	2.67	0.101197
9	2.68	0.137998
9	2.69	0.174798
9	2.7	0.211599
9	2.71	0.2484
9	2.72	0.2852
9	2.73	0.322001
9	2.74	0.3588
9	2.75	0.395599
9	2.76	0.432396
9	2.77	0.469187
9	2.78	0.505969
9	2.79	0.542733
9	2.8	0.579467
9	2.81	0.61615
9	2.82	0.65275
9	2.83	0.689217
9	2.84	0.725481
9	2.85	0.761439
9	2.86	0.796946
9	2.87	0.831805
9	2.88	0.865753
9	2.89	0.898447
9	2.9	0.929458
9	2.91	0.958262
9	2.92	0.984254
9	2.93	1.00677
9	2.94	1.02512
9	2.95	1.03866
9	2.96	1.04688
9	2.97	1.04941
9	2.98	1.04617
9	2.99	1.03727
9	3	1.02311
9	3.01	1.00421
9	3.02	0.981229
9	3.03	0.954856
9	3.04	0.925749
9	3.05	0.894505
9	3.06	0.861635
9	3.07	0.827558
9	3.08	0.792607
9	3.09	0.757035
9	3.1	0.721033
9	3.11	0.684739
9	3.12	0.648252
9	3.13	0.61164
9	3.14	0.574949
9	3.15	0.538211
9	3.16	0.501444
9	3.17	0.46466
9	3.18	0.427868
9	3.19	0.391072
9	3.2	0.354273
9	3.21	0.317473
9	3.22	0.280673
9	3.23	0.243872
9	3.24	0.207071
9	3.25	0.170271
9	3.26	0.13347
9	3.27	0.0966698
9	3.28	0.0598692
9	3.29	0.0230686
9	3.3	-0.013732
9	3.31	-0.0505326
9	3.32	-0.0873331
9	3.33	-0.124134
9	3.34	-0.160934
9	3.35	-0.197735
9	3.36	-0.234535
9	3.37	-0.271336
9	3.38	-0.308136
9	3.39	-0.344936
9	3.4	-0.381736
9	3.41	-0.418533
9	3.42	-0.455327
9	3.43	-0.492113
9	3.44	-0.528885
9	3.45	-0.565632
9	3.46	-0.602337
9	3.47	-0.638973
9	3.48	-0.675497
9	3.49	-0.711848
9	3.5	-0.747935
9	3.51	-0.783632
9	3.52	-0.818762
9	3.53	-0.853089
9	3.54	-0.886301
9	3.55	-0.918002
9	3.56	-0.947705
9	3.57	-0.974832
9	3.58	-0.998737
9	3.59	-1.01873
9	3.6	-1.03416
9	3.61	-1.04443
9	3.62	-1.04914
9	3.63	-1.04807
9	3.64	-1.04127
9	3.65	-1.02903
9	3.66	-1.01184
9	3.67	-0.990322
9	3.68	-0.965148
9	3.69	-0.936997
9	3.7	-0.906493
9	3.71	-0.874182
9	3.72	-0.840516
9	3.73	-0.805861
9	3.74	-0.770497
9	3.75	-0.734638
9	3.76	-0.698441
9	3.77	-0.662018
9	3.78	-0.625446
9	3.79	-0.588781
9	3.8	-0.552058
9	3.81	-0.5153
9	3.82	-0.478522
9	3.83	-0.441732
9	3.84	-0.404937
9	3.85	-0.368139
9	3.86	-0.33134
9	3.87	-0.294539
9	3.88	-0.257739
9	3.89	-0.220939
9	3.9	-0.184138
9	3.91	-0.147338
9	3.92	-0.110537
9	3.93	-0.0737366
9	3.94	-0.0369361
9	3.95	-0.000135584
9	3.96	0.0366649
9	3.97	0.0734654
9	3.98	0.110266
9	3.99	0.147066
9	4	0.183867
9	4.01	0.220667
9	4.02	0.257468
9	4.03	0.294268
9	4.04	0.331068
9	4.05	0.367868
9	4.06	0.404666
9	4.07	0.441461
9	4.08	0.478251
9	4.09	0.515029
9	4.1	0.551787
9	4.11	0.588511
9	4.12	0.625176
9	4.13	0.661749
9	4.14	0.698174
9	4.15	0.734373
9	4.16	0.770235
9	4.17	0.805602
9	4.18	0.840264
9	4.19	0.873938
9	4.2	0.906261
9	4.21	0.93678
9	4.22	0.964951
9	4.23	0.990149
9	4.24	1.0117
9	4.25	1.02892
9	4.26	1.0412
9	4.27	1.04804
9	4.28	1.04915
9	4.29	1.04449
9	4.3	1.03425
9	4.31	1.01887
9	4.32	0.998899
9	4.33	0.975021
9	4.34	0.947915
9	4.35	0.918229
9	4.36	0.886541
9	4.37	0.853338
9	4.38	0.819019
9	4.39	0.783894
9	4.4	0.7482
9	4.41	0.712116
9	4.42	0.675767
9	4.43	0.639244
9	4.44	0.602609
9	4.45	0.565904
9	4.46	0.529157
9	4.47	0.492385
9	4.48	0.4556
9	4.49	0.418806
9	4.5	0.382009
9	4.51	0.34521
9	4.52	0.30841
9	4.53	0.27161
9	4.54	0.23481
9	4.55	0.198009
9	4.56	0.161209
