1	10.9622	18.3394	3.58504
2	21.0356	28.4127	13.6584
3	31.1089	38.4861	23.7317
4	41.1822	48.5594	33.805
5	51.2556	58.6327	43.8784
6	61.3289	68.7061	53.9517
7	71.4022	78.7794	64.025
8	81.4756	88.8527	74.0984
9	91.5489	98.9261	84.1717
