2	0.645235	0.020747	0.632334	0.000337178	0.632121	5.51284e-07
4	0.635409	0.00520289	0.632134	2.14844e-05	0.632121	1.44747e-08
6	0.633583	0.00231375	0.632123	4.32301e-06	0.632121	1.44747e-08
8	0.632943	0.0013018	0.632121	1.39992e-06	0.632121	7.98185e-08
10	0.632647	0.00083316	0.632121	4.56991e-07	0.632121	1.44747e-08
12	0.632486	0.000578568	0.632121	1.74112e-07	0.632121	1.44747e-08
14	0.632389	0.000425153	0.632121	2.68405e-07	0.632121	7.98185e-08
16	0.632326	0.000325486	0.632121	1.74112e-07	0.63212	1.08768e-07
18	0.632283	0.000257217	0.632121	1.44747e-08	0.632121	1.44747e-08
20	0.632252	0.000208279	0.632121	1.44747e-08	0.63212	1.08768e-07
22	0.632229	0.000172071	0.632121	7.98185e-08	0.632121	7.98185e-08
24	0.632212	0.000144726	0.632121	1.74112e-07	0.63212	1.08768e-07
26	0.632198	0.000123227	0.632121	1.44747e-08	0.632121	7.98185e-08
28	0.632188	0.000106443	0.632121	1.44747e-08	0.632121	1.44747e-08
30	0.632179	9.24871e-05	0.63212	1.08768e-07	0.63212	1.08768e-07
32	0.632172	8.13605e-05	0.632121	1.44747e-08	0.632121	1.44747e-08
34	0.632166	7.19312e-05	0.632121	1.44747e-08	0.632121	1.74112e-07
36	0.632161	6.41049e-05	0.632121	1.44747e-08	0.632121	1.44747e-08
38	0.632157	5.76929e-05	0.632121	1.44747e-08	0.632121	1.44747e-08
40	0.632154	5.21296e-05	0.632121	1.74112e-07	0.63212	1.08768e-07
42	0.63215	4.72264e-05	0.632121	7.98185e-08	0.632121	7.98185e-08
44	0.632148	4.29832e-05	0.63212	2.03061e-07	0.632121	7.98185e-08
46	0.632145	3.92115e-05	0.632121	1.44747e-08	0.63212	1.08768e-07
48	0.632143	3.61941e-05	0.632121	1.44747e-08	0.632121	1.44747e-08
50	0.632142	3.35539e-05	0.632121	1.44747e-08	0.632121	1.74112e-07
52	0.63214	3.08194e-05	0.632121	1.74112e-07	0.632121	7.98185e-08
54	0.632139	2.88392e-05	0.632121	1.44747e-08	0.632121	7.98185e-08
56	0.632138	2.68591e-05	0.632121	7.98185e-08	0.632121	7.98185e-08
58	0.632136	2.46903e-05	0.632121	1.44747e-08	0.632121	1.44747e-08
60	0.632135	2.29931e-05	0.63212	2.03061e-07	0.632121	7.98185e-08
62	0.632134	2.20501e-05	0.632121	1.44747e-08	0.632121	1.44747e-08
64	0.632134	2.06357e-05	0.632121	2.68405e-07	0.632121	1.44747e-08
66	0.632133	1.9127e-05	0.632121	7.98185e-08	0.632121	1.44747e-08
68	0.632132	1.80898e-05	0.632121	1.44747e-08	0.632121	7.98185e-08
70	0.632131	1.6864e-05	0.632121	1.44747e-08	0.63212	1.08768e-07
72	0.632131	1.61097e-05	0.632121	1.74112e-07	0.632121	1.44747e-08
74	0.63213	1.5261e-05	0.632121	7.98185e-08	0.632121	1.44747e-08
76	0.63213	1.4601e-05	0.632121	1.74112e-07	0.63212	2.03061e-07
78	0.632129	1.3658e-05	0.632121	1.44747e-08	0.632121	1.44747e-08
80	0.632129	1.30923e-05	0.632121	1.44747e-08	0.63212	1.08768e-07
82	0.632128	1.23379e-05	0.63212	1.08768e-07	0.63212	1.08768e-07
84	0.632128	1.16779e-05	0.632121	7.98185e-08	0.63212	2.03061e-07
86	0.632128	1.14893e-05	0.63212	2.03061e-07	0.632121	1.74112e-07
88	0.632128	1.10178e-05	0.632121	1.44747e-08	0.632121	7.98185e-08
90	0.632127	1.01692e-05	0.632121	2.68405e-07	0.632121	2.68405e-07
92	0.632127	1.01692e-05	0.632121	1.44747e-08	0.63212	1.08768e-07
94	0.632127	9.60343e-06	0.632121	1.44747e-08	0.632121	7.98185e-08
96	0.632126	9.22626e-06	0.632121	7.98185e-08	0.632121	7.98185e-08
98	0.632126	8.5662e-06	0.632121	1.74112e-07	0.632121	7.98185e-08
100	0.632126	8.09474e-06	0.63212	1.08768e-07	0.632121	7.98185e-08
102	0.632126	7.90615e-06	0.632121	2.68405e-07	0.632121	1.44747e-08
104	0.632125	7.81186e-06	0.63212	1.08768e-07	0.63212	2.97354e-07
106	0.632125	7.43468e-06	0.632121	2.68405e-07	0.632121	1.44747e-08
108	0.632125	6.96322e-06	0.63212	3.91647e-07	0.63212	1.08768e-07
110	0.632125	7.15181e-06	0.632121	3.62698e-07	0.63212	1.08768e-07
112	0.632125	6.58605e-06	0.632121	1.44747e-08	0.632121	1.44747e-08
114	0.632125	6.58605e-06	0.632121	1.74112e-07	0.632121	1.44747e-08
116	0.632124	6.20887e-06	0.632121	1.74112e-07	0.632121	1.44747e-08
118	0.632124	5.64311e-06	0.632121	1.44747e-08	0.632121	1.74112e-07
120	0.632124	6.02029e-06	0.632121	1.74112e-07	0.632121	1.44747e-08
122	0.632124	5.8317e-06	0.63212	1.08768e-07	0.632121	1.44747e-08
124	0.632124	5.07736e-06	0.63212	3.91647e-07	0.63212	2.03061e-07
126	0.632124	5.07736e-06	0.632121	7.98185e-08	0.632121	7.98185e-08
128	0.632124	4.98306e-06	0.63212	2.03061e-07	0.632121	1.74112e-07
130	0.632123	4.4173e-06	0.63212	3.91647e-07	0.63212	1.08768e-07
132	0.632124	4.79448e-06	0.632121	1.44747e-08	0.632121	7.98185e-08
134	0.632123	4.60589e-06	0.63212	2.97354e-07	0.632121	1.74112e-07
136	0.632123	4.4173e-06	0.63212	2.03061e-07	0.632121	1.44747e-08
138	0.632123	4.60589e-06	0.632121	1.74112e-07	0.632121	7.98185e-08
