640	3.38509
639	3.48945
638	3.59702
637	3.7079
636	3.82221
635	3.94004
634	4.0615
633	4.18671
632	4.31577
631	4.44882
630	4.58597
629	4.72734
628	4.87307
627	5.0233
626	5.17815
625	5.33778
624	5.50233
623	5.67196
622	5.84681
621	6.02705
620	6.21285
619	6.40438
618	6.60181
617	6.80533
616	7.01512
615	7.23138
614	7.4543
613	7.6841
612	7.92099
611	8.16517
610	8.41688
609	8.67635
608	8.94383
607	9.21954
606	9.50376
605	9.79674
604	10.0987
603	10.4101
602	10.731
601	11.0618
600	11.4028
599	11.7543
598	12.1167
597	12.4902
596	12.8752
595	13.2722
594	13.6813
593	14.1031
592	14.5378
591	14.986
590	15.448
589	15.9242
588	16.4151
587	16.9211
586	17.4428
585	17.9805
584	18.5348
583	19.1062
582	19.6952
581	20.3023
580	20.9282
579	21.5734
578	22.2384
577	22.924
576	23.6307
575	24.3591
574	25.1101
573	25.8842
572	26.6821
571	27.5047
570	28.3526
569	29.2266
568	30.1276
567	31.0563
566	32.0137
565	33.0006
564	34.018
563	35.0667
562	36.1477
561	37.262
560	38.4107
559	39.5948
558	40.8154
557	42.0737
556	43.3707
555	44.7077
554	46.086
553	47.5067
552	48.9712
551	50.4809
550	52.0371
549	53.6412
548	55.2949
547	56.9995
546	58.7566
545	60.5679
544	62.4351
543	64.3598
542	66.3439
541	68.3891
540	70.4974
539	72.6706
538	74.9109
537	77.2202
536	79.6007
535	82.0546
534	84.5842
533	87.1917
532	89.8796
531	92.6504
530	95.5066
529	98.4508
528	101.486
527	104.614
526	107.839
525	111.164
524	114.591
523	118.123
522	121.765
521	125.518
520	129.388
519	133.377
518	137.488
517	141.727
516	146.096
515	150.6
514	155.242
513	160.028
512	164.961
511	170.046
510	175.289
509	180.692
508	186.263
507	192.005
506	197.924
505	204.025
504	210.315
503	216.798
502	223.482
501	230.353
